candidate,model_family,inputs,train_samples,test_samples,test_accuracy,test_balanced_accuracy,test_macro_f1,test_macro_pr_auc,test_macro_roc_auc,retained_precision,retained_recall,retained_f1,weakened_precision,weakened_recall,weakened_f1,stopped_precision,stopped_recall,stopped_f1,top20_captured,top20_precision,top20_recall,top20_lift
v04_ml,Logistic Regression,Core43,31420,6533,0.5775294657890708,0.5648587612654351,0.5520979094648035,0.5792363193087259,0.7560738476885552,0.6530874785591767,0.5893962848297214,0.6196094385679414,0.5888742593811718,0.5836867862969005,0.5862690480091758,0.3963886500429923,0.5214932126696833,0.4504152418172936,1142,0.8737566947207345,0.28918713598379336,1.4454931594354414
v05_03_dl,Core43 MLP + Monthly24 GRU 3-seed ensemble,Core43 + 24 months x 3 channels,31420,6533,0.6154905862544008,0.5577183988626723,0.5680578674626179,0.5951044626763676,0.7705057519681668,0.7156910969011313,0.5630804953560371,0.6302794022092267,0.5886862278614856,0.7265905383360522,0.6504088785046729,0.47280334728033474,0.3834841628959276,0.42348532167395375,1155,0.8837031369548585,0.2924791086350975,1.4619479852433757
