selection_rank,candidate_id,learning_rate,max_depth,n_estimators,weakened_threshold,stopped_threshold,validation_samples,fold_macro_pr_auc_mean,fold_macro_pr_auc_std,fold_macro_roc_auc_mean,maximum_iterations,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_retained_roc_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_weakened_roc_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,oof_stopped_roc_auc,selected
90,xgboost_learning_rate_0.3_max_depth_3_n_estimators_500,0.3,3,500,0.36,0.45,24596,0.5572818475830977,0.01318306627371577,0.742387562829287,0,0.5854610505773297,0.5085835458208536,0.571502582109013,0.5085835458208536,0.5188907257922043,0.573207987485245,0.5561299325243133,0.742891882715583,0.7123992215735335,0.5220535805235815,0.6025512903415438,9817,0.7287416066826641,0.7880902290107769,0.5425953603223082,0.7550411429604846,0.6314277071990321,11059,0.5667154963325357,0.6579836585094769,0.4595131644311972,0.24865591397849462,0.32269317983603696,3720,0.3729326945577403,0.7826017606264951,False
91,xgboost_learning_rate_0.3_max_depth_10_n_estimators_500,0.3,10,500,0.42,0.35,24596,0.5398597936623628,0.011012430754346584,0.7293001008765099,0,0.5715970076435193,0.5115581454459169,0.5336627758539892,0.5115581454459169,0.5188758229032571,0.5671441447894755,0.539551994931096,0.7301155276066069,0.6523100172711571,0.6155648365080982,0.6334049578114355,9817,0.7148355648648211,0.7749592390189001,0.549631040228517,0.6263676643457817,0.5854957315527005,11059,0.5621040940902147,0.650982187496516,0.3990472700622939,0.29274193548387095,0.337726779345635,3720,0.3417163258382518,0.7644051563044048,False
92,xgboost_learning_rate_0.3_max_depth_10_n_estimators_500,0.3,10,500,0.3,0.35,24596,0.5398597936623628,0.011012430754346584,0.7293001008765099,0,0.5722475199219386,0.5101794966350466,0.5407782563479832,0.5101794966350466,0.5186423833037863,0.5675909198027158,0.539551994931096,0.7301155276066069,0.6815114709851552,0.565855149230926,0.6183214603739983,9817,0.7148355648648211,0.7749592390189001,0.5417760279965005,0.6719414051903427,0.5998789101917256,11059,0.5621040940902147,0.650982187496516,0.3990472700622939,0.29274193548387095,0.337726779345635,3720,0.3417163258382518,0.7644051563044048,False
93,xgboost_learning_rate_0.3_max_depth_10_n_estimators_500,0.3,10,500,0.36,0.35,24596,0.5398597936623628,0.011012430754346584,0.7293001008765099,0,0.5710278093999024,0.510156137616034,0.5362276720340042,0.510156137616034,0.5182004576881587,0.5666589400578821,0.539551994931096,0.7301155276066069,0.6651339234394757,0.5893857593969645,0.6249729963275006,9817,0.7148355648648211,0.7749592390189001,0.544501822600243,0.6483407179672664,0.5919015973913403,11059,0.5621040940902147,0.650982187496516,0.3990472700622939,0.29274193548387095,0.337726779345635,3720,0.3417163258382518,0.7644051563044048,False
94,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.36,0.35,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5681818181818182,0.5110193420224807,0.5331619024260825,0.5110193420224807,0.5181504165431328,0.5650182737485865,0.5349838002074948,0.7250291875199156,0.6652680652680653,0.5814403585616787,0.6205359569495026,9817,0.7079767032560438,0.7692666382801754,0.5445718654434251,0.6440907857853332,0.5901652926798956,11059,0.5596469175821737,0.6472833833569297,0.3896457765667575,0.30752688172043013,0.34375,3720,0.337327779784267,0.7585375409226419,False
95,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.36,0.45,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5830622865506586,0.5082541563755957,0.557663321474155,0.5082541563755957,0.5180192421562412,0.5730502125447116,0.5464325450053841,0.7369283992539425,0.6935463258785942,0.5528165427319955,0.6152363677587576,9817,0.7207632856249843,0.7799863008999461,0.5458772049774374,0.7219459263947916,0.6216858088378431,11059,0.5620854469910468,0.6540422750684756,0.43356643356643354,0.25,0.3171355498721228,3720,0.35644890240012117,0.7767566217934058,False
96,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.42,0.35,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5670840787119857,0.5112580074568793,0.5289670496640477,0.5112580074568793,0.5176235719064928,0.5638968634846591,0.5349838002074948,0.7250291875199156,0.6490238611713666,0.6095548538249974,0.6286704837947156,9817,0.7079767032560438,0.7692666382801754,0.5482315112540193,0.6166922868252103,0.5804502319247627,11059,0.5596469175821737,0.6472833833569297,0.3896457765667575,0.30752688172043013,0.34375,3720,0.337327779784267,0.7585375409226419,False
97,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.3,0.35,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5682224751992194,0.5100351345645975,0.5371766717288747,0.5100351345645975,0.5175632713369348,0.5646897551957446,0.5349838002074948,0.7250291875199156,0.681442524417731,0.554344504431089,0.6113576363534236,9817,0.7079767032560438,0.7692666382801754,0.5404417142021355,0.6682340175422733,0.5975821776573809,11059,0.5596469175821737,0.6472833833569297,0.3896457765667575,0.30752688172043013,0.34375,3720,0.337327779784267,0.7585375409226419,False
98,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.3,0.45,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.5835095137420718,0.5073480432671044,0.5657622334196839,0.5073480432671044,0.517469056119162,0.5723575170112505,0.5515300494436902,0.7409593479962914,0.7144232091296576,0.529285932565957,0.6080748976009362,9817,0.7265428834219652,0.7843705622486193,0.5403347554972103,0.7443711004611628,0.6261504525747319,11059,0.5661780018394487,0.6583425627202142,0.4425287356321839,0.24838709677419354,0.3181818181818182,3720,0.36186926306965705,0.7801649190200406,False
99,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.36,0.45,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.576557163766466,0.5075279059711754,0.5480927382425654,0.5075279059711754,0.5171978646247042,0.5687437555140324,0.5408752183891642,0.7306936762908663,0.672971989814478,0.5653458286645615,0.6144818423383526,9817,0.7145072861941264,0.774406816264813,0.5447026949950092,0.6908400397865991,0.6091289615307953,11059,0.5612558045643999,0.6504144702375794,0.4266035299182092,0.2663978494623656,0.32798279000496444,3720,0.3468625644089662,0.7672597423702064,False
100,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.42,0.35,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5702146690518783,0.5099478711604272,0.5317813946695645,0.5099478711604272,0.5171471257646285,0.5655913672037224,0.5360979069454195,0.7262742261961174,0.6485821294810059,0.6173983905470103,0.6326061997703789,9817,0.7102279935989645,0.7712783114981425,0.5491228070175439,0.6226602766977123,0.5835840501716174,11059,0.5609460589016383,0.6490085516660045,0.39763924751014385,0.28978494623655915,0.3352511273518893,3720,0.33711966833565554,0.7585358154242048,False
101,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.3,0.35,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5707838672954952,0.5088407003281441,0.537107196472479,0.5088407003281441,0.517066544483966,0.5661156952838501,0.5360979069454195,0.7262742261961174,0.670695580045029,0.5765508811245799,0.6200701139351447,9817,0.7102279935989645,0.7712783114981425,0.5429867618622639,0.6601862736232933,0.5958783921648643,11059,0.5609460589016383,0.6490085516660045,0.39763924751014385,0.28978494623655915,0.3352511273518893,3720,0.33711966833565554,0.7585358154242048,False
102,xgboost_learning_rate_0.3_max_depth_3_n_estimators_2000,0.3,3,2000,0.36,0.35,24596,0.5314667351351231,0.011372018188233936,0.7202110989098105,0,0.5591153033013498,0.5116952354508815,0.5300783357383348,0.5116952354508815,0.5168821269967289,0.5579676484539114,0.5283495935230226,0.7188747902320626,0.6673331667083229,0.5439543648772538,0.5993602334586677,9817,0.6994134557496193,0.7619550674012141,0.5378049701639097,0.6438195135184013,0.5860564655527204,11059,0.549887037097347,0.6381601759233149,0.38509687034277196,0.3473118279569892,0.36522968197879857,3720,0.33574828772210136,0.7565091273716589,False
103,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.36,0.35,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5700520409822736,0.5089998106177431,0.5339789547956789,0.5089998106177431,0.5168258565822984,0.5655187906199577,0.5360979069454195,0.7262742261961174,0.6588500563697858,0.5952938779667923,0.6254615508107241,9817,0.7102279935989645,0.7712783114981425,0.5454475605071072,0.6419206076498779,0.5897648915842818,11059,0.5609460589016383,0.6490085516660045,0.39763924751014385,0.28978494623655915,0.3352511273518893,3720,0.33711966833565554,0.7585358154242048,False
104,xgboost_learning_rate_0.005_max_depth_10_n_estimators_1000,0.005,10,1000,0.36,0.45,24596,0.5663059821715671,0.016247170479069917,0.7526721472356049,0,0.5933078549357619,0.5074504089044688,0.5832364868137101,0.5074504089044688,0.5167997974870236,0.5775176208593527,0.5664347295395644,0.7539131093867729,0.731838819523269,0.525415096261587,0.6116809961458642,9817,0.7418289460936045,0.7981573003157871,0.5445881981697697,0.7802694637851524,0.6414659530181386,11059,0.5737020577199745,0.6678683333618003,0.4732824427480916,0.21666666666666667,0.29725244329706807,3720,0.38377318480511424,0.7957136944827317,False
105,xgboost_learning_rate_0.005_max_depth_6_n_estimators_1000,0.005,6,1000,0.36,0.45,24596,0.5828798177423018,0.014325491150844092,0.7639147980587104,0,0.5992844364937389,0.5082139425350278,0.6020295627772828,0.5082139425350278,0.5167114944070056,0.579962476631778,0.5832118123724772,0.7650242424655939,0.7598106581157429,0.5068758276459203,0.6080899425638518,9817,0.7527270546232427,0.8073428910438658,0.5446191051995163,0.8145401935075504,0.6527772745389325,11059,0.5921900390390474,0.6827166774958036,0.5016589250165893,0.2032258064516129,0.2892672661182323,3720,0.40471834345514146,0.8050131588571123,False
106,xgboost_learning_rate_0.3_max_depth_3_n_estimators_2000,0.3,3,2000,0.42,0.35,24596,0.5314667351351231,0.011372018188233936,0.7202110989098105,0,0.5578142787445113,0.5123246885536424,0.5234336159664065,0.5123246885536424,0.5166406010997352,0.556970731037913,0.5283495935230226,0.7188747902320626,0.6412026726057907,0.5865335642253234,0.6126509549396181,9817,0.6994134557496193,0.7619550674012141,0.5440013049506566,0.6031286734786147,0.5720411663807891,11059,0.549887037097347,0.6381601759233149,0.38509687034277196,0.3473118279569892,0.36522968197879857,3720,0.33574828772210136,0.7565091273716589,False
107,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.42,0.45,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5793218409497479,0.5071628345517435,0.547546860610863,0.5071628345517435,0.5165528864354246,0.5704821455203329,0.5464325450053841,0.7369283992539425,0.6591036729192407,0.5977386166853418,0.6269230769230769,9817,0.7207632856249843,0.7799863008999461,0.5499704753469147,0.6737498869698888,0.6056000325110741,11059,0.5620854469910468,0.6540422750684756,0.43356643356643354,0.25,0.3171355498721228,3720,0.35644890240012117,0.7767566217934058,False
108,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.42,0.45,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.5745649699138071,0.5074695421971993,0.5414319853410317,0.5074695421971993,0.516532981375945,0.5673217784664469,0.5408752183891642,0.7306936762908663,0.6481339608186495,0.6032392788020781,0.6248812915479582,9817,0.7145072861941264,0.774406816264813,0.5495584652862363,0.6527714983271543,0.5967348625749122,11059,0.5612558045643999,0.6504144702375794,0.4266035299182092,0.2663978494623656,0.32798279000496444,3720,0.3468625644089662,0.7672597423702064,False
109,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.3,0.45,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.5776955602536998,0.5069533011223103,0.5556173157578901,0.5069533011223103,0.5165178607383606,0.5684838834676854,0.5408752183891642,0.7306936762908663,0.6996351844345359,0.527452378527045,0.6014635846207458,9817,0.7145072861941264,0.774406816264813,0.5406132329209252,0.7270096753775206,0.6201072075893718,11059,0.5612558045643999,0.6504144702375794,0.4266035299182092,0.2663978494623656,0.32798279000496444,3720,0.3468625644089662,0.7672597423702064,False
110,xgboost_learning_rate_0.3_max_depth_3_n_estimators_1000,0.3,3,1000,0.36,0.45,24596,0.5433819156924438,0.012510408775710339,0.7307984732183475,0,0.5776955602536998,0.5064640006463338,0.55477971823411,0.5064640006463338,0.516285407756569,0.5682885144393985,0.5411169245108919,0.7303503058915272,0.6876386894661272,0.5366201487216054,0.6028149673875729,9817,0.7139125809735651,0.7750430103452901,0.5422851695492306,0.7201374446152455,0.6186832394639736,11059,0.5567672417720337,0.6464375036450687,0.434415295686972,0.26263440860215054,0.3273580164181605,3720,0.3526709507870769,0.7695704036842225,False
111,xgboost_learning_rate_0.3_max_depth_6_n_estimators_2000,0.3,6,2000,0.36,0.35,24596,0.5313581202860787,0.009234344983437007,0.7199778709948166,0,0.5661896243291592,0.5095471812820694,0.5289262684036441,0.5095471812820694,0.516193186100773,0.5630257809474665,0.5306345218422732,0.7203936556941345,0.654255915666704,0.5942752368340634,0.6228248105049642,9817,0.7025992501627059,0.7650893859834029,0.5459968602825745,0.6289899629261235,0.5845623765704442,11059,0.5583930482109398,0.6453034017419365,0.38652602926165364,0.3053763440860215,0.34119237122691093,3720,0.330911267153174,0.7507881793570639,False
112,xgboost_learning_rate_0.3_max_depth_10_n_estimators_2000,0.3,10,2000,0.36,0.35,24596,0.5324432322247854,0.009643106614047443,0.7216581261965609,0,0.568751016425435,0.5088221468824595,0.5313719918679408,0.5088221468824595,0.5161820683053058,0.5644746162551341,0.532649559563372,0.7226074907879205,0.6532552227257654,0.6020169094428033,0.6265903307888041,9817,0.7057688832250638,0.7679480600958706,0.5465916197623515,0.6322452301293064,0.5863066538090647,11059,0.5592811189973643,0.6467355117039879,0.3942691331157055,0.2922043010752688,0.3356492203180485,3720,0.33289867646768806,0.7531389005639032,False
113,xgboost_learning_rate_0.3_max_depth_6_n_estimators_2000,0.3,6,2000,0.42,0.35,24596,0.5313581202860787,0.009234344983437007,0.7199778709948166,0,0.565742397137746,0.5099706678926618,0.5265793291933121,0.5099706678926618,0.516021550734266,0.5624714265496009,0.5306345218422732,0.7203936556941345,0.6447199657973492,0.6144443312620964,0.6292181713868461,9817,0.7025992501627059,0.7650893859834029,0.5484919925209333,0.6100913283298671,0.5776541095890411,11059,0.5583930482109398,0.6453034017419365,0.38652602926165364,0.3053763440860215,0.34119237122691093,3720,0.330911267153174,0.7507881793570639,False
114,xgboost_learning_rate_0.3_max_depth_10_n_estimators_2000,0.3,10,2000,0.42,0.35,24596,0.5324432322247854,0.009643106614047443,0.7216581261965609,0,0.568344446251423,0.5091346812230653,0.5293454855172762,0.5091346812230653,0.515966485707617,0.5639487730454423,0.532649559563372,0.7226074907879205,0.6446166914419197,0.6184170316797393,0.6312451260722641,9817,0.7057688832250638,0.7679480600958706,0.5491506319942033,0.6167827109141876,0.5810051107325384,11059,0.5592811189973643,0.6467355117039879,0.3942691331157055,0.2922043010752688,0.3356492203180485,3720,0.33289867646768806,0.7531389005639032,False
115,xgboost_learning_rate_0.3_max_depth_6_n_estimators_2000,0.3,6,2000,0.3,0.35,24596,0.5313581202860787,0.009234344983437007,0.7199778709948166,0,0.5664335664335665,0.508835707564968,0.5320257198809245,0.508835707564968,0.5159650682539375,0.5631193677793376,0.5306345218422732,0.7203936556941345,0.6668254346272922,0.5704390343282062,0.6148778479275323,9817,0.7025992501627059,0.7650893859834029,0.5427256957538276,0.6506917442806763,0.5918249856073691,11059,0.5583930482109398,0.6453034017419365,0.38652602926165364,0.3053763440860215,0.34119237122691093,3720,0.330911267153174,0.7507881793570639,False
116,xgboost_learning_rate_0.3_max_depth_10_n_estimators_2000,0.3,10,2000,0.3,0.35,24596,0.5324432322247854,0.009643106614047443,0.7216581261965609,0,0.5683851032688242,0.5078225264020417,0.5334168775849558,0.5078225264020417,0.5156578035868701,0.564089389756025,0.532649559563372,0.7226074907879205,0.6630724637681159,0.5825608638076806,0.6202147272530094,9817,0.7057688832250638,0.7679480600958706,0.5429090358710459,0.6487024143231757,0.5911094631895522,11059,0.5592811189973643,0.6467355117039879,0.3942691331157055,0.2922043010752688,0.3356492203180485,3720,0.33289867646768806,0.7531389005639032,False
117,xgboost_learning_rate_0.3_max_depth_3_n_estimators_2000,0.3,3,2000,0.3,0.35,24596,0.5314667351351231,0.011372018188233936,0.7202110989098105,0,0.5592372743535534,0.510184056138476,0.5374164317610184,0.510184056138476,0.5152275166974666,0.556606811782377,0.5283495935230226,0.7188747902320626,0.6942288697615352,0.5011714373026382,0.5821107430194037,9817,0.6994134557496193,0.7619550674012141,0.532923555178748,0.6820689031558007,0.5983421250941975,11059,0.549887037097347,0.6381601759233149,0.38509687034277196,0.3473118279569892,0.36522968197879857,3720,0.33574828772210136,0.7565091273716589,False
118,xgboost_learning_rate_0.05_max_depth_10_n_estimators_500,0.05,10,500,0.3,0.45,24596,0.5576592401076623,0.015322960845510908,0.7449766268053912,0,0.5841193690030899,0.50508649240854,0.5736145918545056,0.50508649240854,0.5145435914588489,0.570511761412832,0.5561380302704708,0.7454000900292216,0.7360155548908166,0.5012733014159112,0.5963764164091377,9817,0.7324701418482845,0.7892395483122314,0.5374992141824354,0.7731259607559454,0.6341318697619224,11059,0.5672034151798498,0.6603446276652036,0.4473290064902646,0.24086021505376345,0.31312248820548666,3720,0.368740533783278,0.7866160941102299,False
119,xgboost_learning_rate_0.3_max_depth_3_n_estimators_1000,0.3,3,1000,0.42,0.45,24596,0.5433819156924438,0.012510408775710339,0.7307984732183475,0,0.5722881769393398,0.5044877103515233,0.5418895136693587,0.5044877103515233,0.5139843454879697,0.5644950449008828,0.5411169245108919,0.7303503058915272,0.6443407752971232,0.5909137210960579,0.6164718384697131,9817,0.7139125809735651,0.7750430103452901,0.5469124700239808,0.6599150013563614,0.5981231815760357,11059,0.5567672417720337,0.6464375036450687,0.434415295686972,0.26263440860215054,0.3273580164181605,3720,0.3526709507870769,0.7695704036842225,False
120,xgboost_learning_rate_0.005_max_depth_10_n_estimators_2000,0.005,10,2000,0.3,0.45,24596,0.5644426433976386,0.01613727573516359,0.751335396047873,0,0.5868027321515693,0.5050726253416143,0.5894324503982203,0.5050726253416143,0.5137675657518179,0.5696965797159237,0.5640108791970023,0.7522556369682266,0.7641603179860881,0.47000101864113275,0.5820245979186377,9817,0.7407113289773133,0.7961397788198503,0.5359841669665347,0.8081200831901618,0.6445029387372444,11059,0.5716493504105224,0.6661463513045126,0.4681528662420382,0.23709677419354838,0.3147751605995717,3720,0.3796719582031714,0.7944807807803169,False
121,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.36,0.45,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5726134330785494,0.5047958135372886,0.5387437288539055,0.5047958135372886,0.5136255055277259,0.5656146323741791,0.5349838002074948,0.7250291875199156,0.6616202473130706,0.583172048487318,0.6199242014076881,9817,0.7079767032560438,0.7692666382801754,0.5445149859737192,0.666968080296591,0.5995529363950417,11059,0.5596469175821737,0.6472833833569297,0.410095953274927,0.26424731182795697,0.32139937878044794,3720,0.337327779784267,0.7585375409226419,False
122,xgboost_learning_rate_0.005_max_depth_3_n_estimators_1000,0.005,3,1000,0.36,0.45,24596,0.5903085411077817,0.009733900518105663,0.7676784933529054,0,0.6007887461375834,0.5061818522166631,0.61798739878318,0.5061818522166631,0.5136117151391152,0.5781502735061633,0.5905076408423882,0.7684751024237101,0.7762113109706693,0.48792910257716204,0.5991993995496623,9817,0.754279408481624,0.8087186320959849,0.5425712446603078,0.8384121529975586,0.6588034673866705,11059,0.6008734325276026,0.688051214461912,0.5351796407185628,0.1922043010752688,0.28283227848101267,3720,0.4163700815179378,0.8086554607132336,False
123,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.3,0.45,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5740770857049927,0.5041212818186925,0.5416100935012454,0.5041212818186925,0.5132304612973644,0.5663662533738653,0.5360979069454195,0.7262742261961174,0.6683565196887526,0.5774676581440359,0.6195966992731843,9817,0.7102279935989645,0.7712783114981425,0.5430828320892819,0.6776381227959128,0.6029447260439296,11059,0.5609460589016383,0.6490085516660045,0.41339092872570193,0.25725806451612904,0.3171499585749793,3720,0.33711966833565554,0.7585358154242048,False
124,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.3,0.45,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5729793462351602,0.5040298569347537,0.5431313398148804,0.5040298569347537,0.5131552490808869,0.5654336689038694,0.5349838002074948,0.7250291875199156,0.6787403534976351,0.5554650096770908,0.6109461654809254,9817,0.7079767032560438,0.7692666382801754,0.5405577126720791,0.6923772492992133,0.6071202029812877,11059,0.5596469175821737,0.6472833833569297,0.410095953274927,0.26424731182795697,0.32139937878044794,3720,0.337327779784267,0.7585375409226419,False
125,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.42,0.45,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5730200032525614,0.5048896363436577,0.5358085753571177,0.5048896363436577,0.5130779677922879,0.5655494236594045,0.5360979069454195,0.7262742261961174,0.6450106157112526,0.6189263522461037,0.6316993294172688,9817,0.7102279935989645,0.7712783114981425,0.5490241816343986,0.6384844922687404,0.5903846153846154,11059,0.5609460589016383,0.6490085516660045,0.41339092872570193,0.25725806451612904,0.3171499585749793,3720,0.33711966833565554,0.7585358154242048,False
126,xgboost_learning_rate_0.3_max_depth_6_n_estimators_1000,0.3,6,1000,0.42,0.45,24596,0.5364244832269799,0.010550498433340856,0.7250224933206126,0,0.5712310944869085,0.5048387427964677,0.5342833845007487,0.5048387427964677,0.5130121055373935,0.5643940140513439,0.5349838002074948,0.7250291875199156,0.644589952769429,0.6116940002037282,0.6277112841687137,9817,0.7079767032560438,0.7692666382801754,0.5481642474578903,0.6385749163577177,0.589925653663019,11059,0.5596469175821737,0.6472833833569297,0.410095953274927,0.26424731182795697,0.32139937878044794,3720,0.337327779784267,0.7585375409226419,False
127,xgboost_learning_rate_0.3_max_depth_10_n_estimators_1000,0.3,10,1000,0.36,0.45,24596,0.5362683060824216,0.010338791247772651,0.7253907110191754,0,0.5729793462351602,0.5040205598656553,0.5381234578297965,0.5040205598656553,0.5127830012514177,0.565506335508866,0.5360979069454195,0.7262742261961174,0.6556202418271384,0.596516247326067,0.6246733159101818,9817,0.7102279935989645,0.7712783114981425,0.5453592029365496,0.6582873677547699,0.5965257292690921,11059,0.5609460589016383,0.6490085516660045,0.41339092872570193,0.25725806451612904,0.3171499585749793,3720,0.33711966833565554,0.7585358154242048,False
128,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.3,0.45,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5794031549845503,0.503600442917458,0.564398941850427,0.503600442917458,0.512725907956863,0.5670999221935229,0.5464325450053841,0.7369283992539425,0.7224915528132805,0.5009677090760924,0.59167468719923,9817,0.7207632856249843,0.7799863008999461,0.5371388391715674,0.7598336196762817,0.629367486799236,11059,0.5620854469910468,0.6540422750684756,0.43356643356643354,0.25,0.3171355498721228,3720,0.35644890240012117,0.7767566217934058,False
129,xgboost_learning_rate_0.05_max_depth_6_n_estimators_1000,0.05,6,1000,0.3,0.45,24596,0.5580918714031328,0.015157297729107063,0.7457577431953609,0,0.582737030411449,0.5035756050681905,0.5807941416524417,0.5035756050681905,0.5121915124728929,0.5668810459003648,0.5564454988103855,0.7460180962873363,0.7521562245728234,0.4708159315473159,0.5791254228793384,9817,0.7312557367468377,0.7897845892092703,0.5349049152439395,0.7960936793561805,0.6398720837270151,11059,0.5683119101616315,0.6615575442115982,0.45532128514056225,0.24381720430107526,0.3175770308123249,3720,0.36976884952268746,0.7867121554411405,False
130,xgboost_learning_rate_0.3_max_depth_10_n_estimators_2000,0.3,10,2000,0.36,0.45,24596,0.5324432322247854,0.009643106614047443,0.7216581261965609,0,0.5709871523825012,0.5036316281598051,0.5342846831103779,0.5036316281598051,0.5119425592141889,0.5640561246149135,0.532649559563372,0.7226074907879205,0.6503074220465525,0.6033411429153509,0.6259445178335535,9817,0.7057688832250638,0.7679480600958706,0.5457598656591099,0.6465322361877204,0.5918874172185431,11059,0.5592811189973643,0.6467355117039879,0.4067867616254713,0.2610215053763441,0.31799574259047,3720,0.33289867646768806,0.7531389005639032,False
131,xgboost_learning_rate_0.05_max_depth_3_n_estimators_500,0.05,3,500,0.3,0.45,24596,0.5838017022749078,0.013133423311344997,0.764201727054004,0,0.5881850707432102,0.50450726830627,0.6147623503733467,0.50450726830627,0.5119252188180207,0.5658655921080028,0.5841930339858455,0.7653467647908389,0.8040229885057472,0.42752368340633595,0.5582230498104676,9817,0.7525891939439296,0.8074089624553168,0.5321995464852608,0.8489013473189257,0.654238823652392,11059,0.5946695519979309,0.6829112659671043,0.5080645161290323,0.23709677419354838,0.32331378299120234,3720,0.4053203560156762,0.8057200659500955,False
132,xgboost_learning_rate_0.3_max_depth_10_n_estimators_2000,0.3,10,2000,0.42,0.45,24596,0.5324432322247854,0.009643106614047443,0.7216581261965609,0,0.5705805822084892,0.5039632292075701,0.5322165539598064,0.5039632292075701,0.511773366524345,0.5635899079091882,0.532649559563372,0.7226074907879205,0.6414199936795534,0.6202505857186513,0.6306576903158985,9817,0.7057688832250638,0.7679480600958706,0.5484429065743944,0.630617596527715,0.5866666666666667,11059,0.5592811189973643,0.6467355117039879,0.4067867616254713,0.2610215053763441,0.31799574259047,3720,0.33289867646768806,0.7531389005639032,False
133,xgboost_learning_rate_0.3_max_depth_10_n_estimators_500,0.3,10,500,0.42,0.45,24596,0.5398597936623628,0.011012430754346584,0.7293001008765099,0,0.5740364286875915,0.5035085306263117,0.5366646263025,0.5035085306263117,0.511733640165482,0.5658501860085792,0.539551994931096,0.7301155276066069,0.6484115948229757,0.6175002546602831,0.6325785244704164,9817,0.7148355648648211,0.7749592390189001,0.548129369286318,0.6451758748530608,0.592706429639475,11059,0.5621040940902147,0.650982187496516,0.4134529147982063,0.2478494623655914,0.3099159663865546,3720,0.3417163258382518,0.7644051563044048,False
134,xgboost_learning_rate_0.05_max_depth_6_n_estimators_500,0.05,6,500,0.3,0.45,24596,0.5688412937273186,0.01586055646547118,0.7538301524975526,0,0.585542364612132,0.5037056676431008,0.5962826843595472,0.5037056676431008,0.5117064655497937,0.5664081591883092,0.5679880115276837,0.7546875373944225,0.7756071805702217,0.44891514719364367,0.568681850441964,9817,0.7398765855986889,0.7979862804016803,0.5337592310397374,0.8234921783163035,0.6477010063653498,11059,0.5769252323610388,0.6702159763701154,0.4794816414686825,0.23870967741935484,0.31873653984206746,3720,0.38716221662332373,0.7958603554114722,False
