candidate,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,macro_pr_auc,macro_ovr_roc_auc,retained_to_stopped_count,retained_to_stopped_rate,stopped_to_retained_count,stopped_to_retained_rate,severe_error_count,severe_error_rate,retained_precision,retained_recall,retained_f1,retained_support,retained_pr_auc,weakened_precision,weakened_recall,weakened_f1,weakened_support,weakened_pr_auc,stopped_precision,stopped_recall,stopped_f1,stopped_support,stopped_pr_auc,risk_pr_auc,conditional_stopped_pr_auc,mean_precision_at_1000,mean_lift_at_1000
v05_05_dl_baseline,0.6106684013660758,0.5713882684829558,0.5865085065143153,0.5713882684829558,0.5762866218654159,0.6113360965353767,0.5980200909356773,0.7739596372401003,319,0.03249465213405317,219,0.05887096774193548,538,0.021873475361847455,0.7244321595962023,0.6140368748090048,0.6646818833388466,9817,0.7638345851793018,0.5792859945076501,0.6676010489194322,0.6203159132918837,11059,0.6090382086344814,0.4558073654390935,0.43252688172043013,0.4438620689655172,3720,0.4211874789932486,0.8539397340889195,0.46716465882665487,0.906,1.5126924420824328
v05_05_04_dl,0.6101398601398601,0.570532155814153,0.5857758708583025,0.570532155814153,0.5755113400017776,0.6107723127205172,0.5960020321859995,0.7722273982195129,320,0.03259651624732607,217,0.058333333333333334,537,0.021832818344446253,0.7237489499579983,0.6143424671488235,0.6645730027548209,9817,0.7638464013932403,0.5787491171623637,0.6668776562076137,0.6196958238803462,11059,0.6041036816034591,0.45482954545454546,0.4303763440860215,0.44226519337016573,3720,0.42005601356129924,0.8539895583489163,0.46642844126867455,0.906,1.5126780641450381
